Date,Transect,Segment,Surveyed?,Wind speed,Wind direction,Weather,Visibility,Waveheight,Whitecaps,Observer_Left,Observer_Right,Onsurvey_Left,Onsurvey_Right,Glare_Left,Glare_Right,Observerconditions_Left,Observerconditions_Right,Comments
07/04/2011,18,1806,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,18,1807,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,18,1808,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,18,1809,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,18,1810,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,18,1811,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,18,1812,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,18,1813,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,18,1814,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,18,1815,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,18,1816,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,18,1817,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,18,1818,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,18,1819,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,18,1820,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,18,1821,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,18,1822,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,18,1823,Yes,5-10,SE,Partly Sunny,>5,2-3,Minimal,KW,JV,Yes,No,Minimal,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,24,2415,Yes,5-10,SE,Sunny,>5,2-3,Minimal,KW,JV,Yes,No,None,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,24,2416,Yes,5-10,SE,Sunny,>5,2-3,Minimal,KW,JV,Yes,No,None,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,24,2401,Yes,5-10,SE,Sunny,>5,2-3,None,KW,JV,Yes,No,None,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,24,2402,Yes,5-10,SE,Sunny,>5,2-3,None,KW,JV,Yes,No,None,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,24,2403,Yes,5-10,SE,Sunny,>5,2-3,None,KW,JV,Yes,No,None,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,24,2404,Yes,5-10,SE,Sunny,>5,2-3,None,KW,JV,Yes,No,None,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,24,2405,Yes,5-10,SE,Sunny,>5,2-3,None,KW,JV,Yes,No,None,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,24,2406,Yes,5-10,SE,Sunny,>5,2-3,None,KW,JV,Yes,No,None,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,24,2407,Yes,5-10,SE,Sunny,>5,2-3,None,KW,JV,Yes,No,None,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,24,2408,Yes,5-10,SE,Sunny,>5,2-3,None,KW,JV,Yes,No,None,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,24,2409,Yes,5-10,SE,Sunny,>5,2-3,None,KW,JV,Yes,No,None,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,24,2410,Yes,5-10,SE,Sunny,>5,2-3,None,KW,JV,Yes,No,None,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,24,2411,Yes,5-10,SE,Sunny,>5,2-3,None,KW,JV,Yes,No,None,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,24,2412,Yes,5-10,SE,Sunny,>5,2-3,None,KW,JV,Yes,No,None,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,24,2413,Yes,5-10,SE,Sunny,>5,2-3,None,KW,JV,Yes,No,None,,Good,,"Recorder malfunction, traded off lines"
07/04/2011,24,2414,Yes,5-10,SE,Sunny,>5,2-3,None,KW,JV,Yes,No,None,,Good,,"Recorder malfunction, traded off lines"
28/01/2011,3,301,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,No,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1615,Yes,10-15,NW,Sunny,>5,1-2,Minimal,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1616,Yes,10-15,NW,Sunny,>5,1-2,Minimal,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1617,Yes,10-15,NW,Sunny,>5,1-2,Minimal,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1618,Yes,10-15,NW,Sunny,>5,1-2,Minimal,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1619,Yes,10-15,NW,Sunny,>5,1-2,Minimal,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1620,Yes,10-15,NW,Sunny,>5,1-2,Minimal,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1621,Yes,10-15,NW,Sunny,>5,1-2,Minimal,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1622,Yes,10-15,NW,Sunny,>5,1-2,Minimal,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,13,1301,Yes,10-15,NW,Sunny,>5,1-2,None,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,13,1302,Yes,10-15,NW,Sunny,>5,1-2,None,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1601,Yes,10-15,NW,Sunny,>5,1-2,None,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1602,Yes,10-15,NW,Sunny,>5,1-2,None,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1603,Yes,10-15,NW,Sunny,>5,1-2,None,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1604,Yes,10-15,NW,Sunny,>5,1-2,None,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1605,Yes,10-15,NW,Sunny,>5,1-2,None,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1606,Yes,10-15,NW,Sunny,>5,1-2,None,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1607,Yes,10-15,NW,Sunny,>5,1-2,None,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1608,Yes,10-15,NW,Sunny,>5,1-2,None,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1609,Yes,10-15,NW,Sunny,>5,1-2,None,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1610,Yes,10-15,NW,Sunny,>5,1-2,None,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1611,Yes,10-15,NW,Sunny,>5,1-2,None,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1612,Yes,10-15,NW,Sunny,>5,1-2,None,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1613,Yes,10-15,NW,Sunny,>5,1-2,None,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2012,16,1614,Yes,10-15,NW,Sunny,>5,1-2,None,KW,EJ,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,3,302,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,3,303,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,3,304,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,3,305,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,3,306,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,3,307,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,3,308,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,3,309,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,3,310,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,3,311,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,3,312,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,3,313,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,3,314,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,3,315,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,3,316,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,3,317,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,3,318,Yes,<5,NW,Mostly Cloudy,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2101,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2102,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2103,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2104,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2105,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2106,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2107,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2108,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2109,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2110,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2111,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2112,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2113,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2114,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2115,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2116,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2117,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2118,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2119,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2120,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2121,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2122,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2123,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2124,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2125,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2126,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,21,2127,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,18,1801,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,18,1802,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,18,1803,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,18,1804,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,18,1805,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,18,1806,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,18,1807,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,18,1808,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,18,1809,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,18,1810,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,18,1811,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,18,1812,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,15,1501,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,15,1502,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,15,1503,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,15,1504,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,15,1505,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,15,1506,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,15,1507,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,15,1508,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,15,1509,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,15,1510,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,15,1511,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,15,1512,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,15,1513,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,15,1514,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,15,1515,Yes,<5,NW,Overcast,>5,1-2,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,6,613,Yes,<5,NW,Mostly Cloudy,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,6,614,Yes,<5,NW,Mostly Cloudy,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,6,615,Yes,<5,NW,Mostly Cloudy,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,6,616,Yes,<5,NW,Mostly Cloudy,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,6,617,Yes,<5,NW,Mostly Cloudy,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,6,618,Yes,<5,NW,Mostly Cloudy,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,6,619,Yes,<5,NW,Mostly Cloudy,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,6,620,Yes,<5,NW,Mostly Cloudy,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,6,621,Yes,<5,NW,Mostly Cloudy,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
28/01/2011,6,622,Yes,<5,NW,Mostly Cloudy,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,Minimal,Excellent,Excellent,
